SetID	MetaSKATO_P	METASKATO_exome_wide_check	RE_BETAsum	RE_BETAsum_L95	RE_BETAsum_U95	RE_BETAsum_SE	RE_tau2	RE_het	RE_hetP	FE_BETAsum	FE_BETAsum_L95	FE_BETAsum_U95	FE_BETAsum_SE	FE_tau2	FE_het	FE_hetP	cohort1_P.value	cohort1_N.Marker.All	cohort1_N.Marker.Test	cohort1_cMAC	cohort1_cMAF	cohort1_medANDav_Pheno	cohort1_Carriers_AvPheno	cohort1_nonCarriers_AvPheno	cohort1_AvDiff_Pheno	cohort1_Carriers_medianPheno	cohort1_nonCarriers_medianPheno	cohort1_medianDiff_Pheno	cohort1_no_of_carriers	cohort1_P_regression	cohort1_BETA_noOfMutations	cohort1_BETA_L95	cohort1_BETA_U95	cohort1_eff_estimate	cohort1_eff_stdErr	cohort1_exome_wide_check	cohort2_P.value	cohort2_N.Marker.All	cohort2_N.Marker.Test	cohort2_cMAC	cohort2_cMAF	cohort2_medANDav_Pheno	cohort2_Carriers_AvPheno	cohort2_nonCarriers_AvPheno	cohort2_AvDiff_Pheno	cohort2_Carriers_medianPheno	cohort2_nonCarriers_medianPheno	cohort2_medianDiff_Pheno	cohort2_no_of_carriers	cohort2_P_regression	cohort2_BETA_noOfMutations	cohort2_BETA_L95	cohort2_BETA_U95	cohort2_eff_estimate	cohort2_eff_stdErr	cohort2_exome_wide_check	chr	start	end	gene_type	strand	additional_info1	additional_info2
Gene58	0.0360225970053586	NA	11.675	-11.501	34.851	11.824	208.9845655	3.95493192398028	0.0467342084343373	12.237	0.605	23.869	5.935	208.9845655	3.95493192398028	0.0467342084343373	0.00942853771657259	10	6	9	0.0015	48_48.61	78.857	47.887	30.97	80	47	33	7	0.00447904229621626	23.311	7.36	39.261	23.311	8.138	NA	0.112890786279267	10	4	12	0.002	48_48.61	48.167	48.628	-0.462	43	48	-5	12	0.968646744467971	-0.341	-17.34	16.658	-0.341	8.673	NA	1	86000	87000	non_coding	-	info58	info58
Gene581	0.0364121749291925	NA	1.865	-9.702	13.431	5.901	33.7032695	1.93224170306194	0.164513399849795	2.162	-6.125	10.45	4.228	33.7032695	1.93224170306194	0.164513399849795	0.298320000316815	10	5	20	0.003333	48_48.61	56.5	48.165	8.335	62.5	47.5	15	16	0.191182140517218	7.455	-3.698	18.607	7.455	5.69	NA	0.0757459158554595	10	8	10	0.001667	48_48.61	34.333	48.901	-14.568	23.5	48	-24.5	6	0.490204978814265	-4.365	-16.75	8.019	-4.365	6.319	NA	1	870500	871500	protein_coding	+	info581	info581
Gene741	0.0372963744397182	NA	-4.255	-7.994	-0.515	1.908	0	0.846237566769028	0.35761889546592	-4.255	-7.994	-0.515	1.908	0	0.846237566769028	0.35761889546592	0.0236810891588124	10	10	55	0.009167	48_48.61	39.75	49.243	-9.493	29.5	49	-19.5	20	0.0167077069388467	-4.842	-8.784	-0.899	-4.842	2.012	NA	0.720987172256768	10	7	19	0.003167	48_48.61	49.059	48.583	0.476	52	47	5	17	0.869324048091931	0.99	-10.793	12.773	0.99	6.012	NA	1	1110500	1111500	protein_coding	+	info741	info741
Gene1021	0.0384383901563528	NA	-3.415	-13.259	6.429	5.022	27.4457575	1.76157499962991	0.184428185501592	-5.359	-10.371	-0.347	2.557	27.4457575	1.76157499962991	0.184428185501592	0.0253121378034638	10	10	42	0.007	48_48.61	37.857	49.419	-11.562	23	48	-25	21	0.0166369416391918	-6.496	-11.782	-1.21	-6.496	2.697	NA	0.218907087076633	10	4	14	0.002333	48_48.61	52.357	48.427	3.931	56	47.5	8.5	14	0.553817525933577	4.772	-11.006	20.549	4.772	8.05	NA	1	1530500	1531500	protein_coding	+	info1021	info1021
Gene428	0.0392172290373678	NA	-1.967	-7.902	3.968	3.028	0	0.00017814702655208	0.989350812936845	-1.967	-7.902	3.968	3.028	0	0.00017814702655208	0.989350812936845	0.324918810524594	10	6	31	0.005167	48_48.61	48.208	48.645	-0.437	36.5	48.5	-12	24	0.664196398399335	-1.924	-10.599	6.752	-1.924	4.427	NA	0.0135119609118316	10	7	32	0.005333	48_48.61	44.609	48.942	-4.334	39	48	-9	23	0.629371516176523	-2.005	-10.141	6.13	-2.005	4.151	NA	1	641000	642000	non_coding	-	info428	info428
Gene42	0.0394102119802561	NA	-2.432	-6.924	2.059	2.292	0	0.517560345893475	0.471884228372061	-2.432	-6.924	2.059	2.292	0	0.517560345893475	0.471884228372061	0.332824723428133	10	8	27	0.0045	48_48.61	40.778	49.11	-8.332	40.5	48.5	-8	18	0.235778425766089	-4.9	-12.985	3.184	-4.9	4.125	NA	0.0283118582574005	10	6	35	0.005833	48_48.61	45.5	48.74	-3.24	48.5	48	0.5	12	0.629472053147691	-1.331	-6.734	4.071	-1.331	2.756	NA	1	62000	63000	non_coding	-	info42	info42
Gene698	0.0399763712754295	NA	1.488	-13.047	16.023	7.416	92.60685	6.31253509219163	0.0119887297188238	2.334	-3.4	8.067	2.925	92.60685	6.31253509219163	0.0119887297188238	0.00744368303754495	10	8	26	0.004333	48_48.61	42.474	49.025	-6.551	39	48	-9	19	0.17216036322983	-6.089	-14.808	2.631	-6.089	4.449	NA	0.813035014022652	10	10	39	0.0065	48_48.61	60.774	47.208	13.566	59	45	14	31	0.0250097584740396	8.746	1.137	16.355	8.746	3.882	NA	1	1046000	1047000	non_coding	-	info698	info698
Gene1207	0.0405871315367586	NA	-2.542	-19.769	14.686	8.79	95.724578	2.02034523539897	0.155203851162707	-6.812	-13.466	-0.159	3.395	95.724578	2.02034523539897	0.155203851162707	0.0288300302604864	10	9	32	0.005333	48_48.61	36.833	49.362	-12.528	30.5	49	-18.5	18	0.0219225195299477	-8.092	-14.976	-1.208	-8.092	3.512	NA	0.792809017495762	10	1	5	0.000833	48_48.61	59.6	48.424	11.176	65	48	17	5	0.39083993384684	11.378	-14.572	37.329	11.378	13.24	NA	1	1809500	1810500	protein_coding	+	info1207	info1207
Gene512	0.0413873042323291	NA	0.073	-17.095	17.242	8.759	134.5626795	8.06915532998497	0.00450251006880464	-1.85	-7.704	4.004	2.987	134.5626795	8.06915532998497	0.00450251006880464	0.0494948074298445	10	9	33	0.0055	48_48.61	38.762	49.351	-10.589	39	49	-10	21	0.0265621258508199	-8.418	-15.82	-1.016	-8.418	3.777	NA	0.256703601110387	10	7	27	0.0045	48_48.61	60.143	47.742	12.401	52	47	5	21	0.0628831172687931	9.109	-0.453	18.672	9.109	4.879	NA	1	767000	768000	non_coding	-	info512	info512
Gene1084	0.0427585461329512	NA	4.919	-0.283	10.12	2.654	0	0.154738061553222	0.694048003015711	4.919	-0.283	10.12	2.654	0	0.154738061553222	0.694048003015711	0.580687279622139	10	8	31	0.005167	48_48.61	54.591	48.137	6.454	57	47	10	22	0.394627378721813	3.617	-4.698	11.931	3.617	4.242	NA	0.0402061531106332	10	10	37	0.006167	48_48.61	64.727	47.335	17.393	66	45.5	20.5	22	0.0916490816847825	5.756	-0.91	12.423	5.756	3.402	NA	1	1625000	1626000	non_coding	-	info1084	info1084
Gene1188	0.0430760600229291	NA	8.494	2.737	14.251	2.937	0	0.0340542154534997	0.85359154257493	8.494	2.737	14.251	2.937	0	0.0340542154534997	0.85359154257493	0.0398042942123082	10	8	32	0.005333	48_48.61	64.25	47.493	16.757	66	46.5	19.5	20	0.0264696486069468	9.005	1.092	16.918	9.005	4.037	NA	0.491769618304557	10	9	26	0.004333	48_48.61	62.375	47.835	14.54	68	46	22	16	0.0654362131461974	7.919	-0.474	16.312	7.919	4.282	NA	1	1781000	1782000	non_coding	-	info1188	info1188
Gene580	0.0432831659698352	NA	-1.142	-12.089	9.805	5.585	52.2285815	6.13141101768331	0.0132800842904138	-1.656	-6.05	2.739	2.242	52.2285815	6.13141101768331	0.0132800842904138	0.0166559322692056	10	10	47	0.007833	48_48.61	39.958	49.362	-9.404	28.5	49	-20.5	24	0.0284274346882153	-6.628	-12.527	-0.729	-6.628	3.01	NA	0.895255790324928	10	9	42	0.007	48_48.61	55.786	47.871	7.914	52	47	5	28	0.177407894326734	4.544	-2.043	11.13	4.544	3.361	NA	1	869000	870000	non_coding	-	info580	info580
Gene674	0.043550524501289	NA	5.149	-18.436	28.734	12.033	272.053919	16.4748485429194	4.92997569687681e-05	2.959	-2.742	8.66	2.909	272.053919	16.4748485429194	4.92997569687681e-05	0.0829332380011775	10	10	18	0.003	48_48.61	40	48.846	-8.846	30	48.5	-18.5	8	0.0742527372753379	-6.744	-14.122	0.634	-6.744	3.765	NA	0.308949867414266	10	9	23	0.003833	48_48.61	76.267	47.154	29.112	83	45	38	15	0.000188533196631372	17.324	8.346	26.302	17.324	4.581	NA	1	1010000	1011000	non_coding	-	info674	info674
Gene1240	0.043824118435135	NA	-1.762	-15.65	12.125	7.085	84.0527485	6.13899524892344	0.0132232428478491	-1.633	-7.237	3.97	2.859	84.0527485	6.13899524892344	0.0132232428478491	0.053751743537798	10	7	27	0.0045	48_48.61	31.882	49.615	-17.732	24	49	-25	17	0.0307693402026001	-8.873	-16.886	-0.861	-8.873	4.088	NA	0.112672777444916	10	9	31	0.005167	48_48.61	49.958	48.493	1.466	49.5	48	1.5	24	0.186421520037026	5.298	-2.543	13.139	5.298	4	NA	1	1859000	1860000	non_coding	-	info1240	info1240
Gene415	0.0439322029014217	NA	1.414	-2.706	5.534	2.102	0	0.0709794536466479	0.789915999110383	1.414	-2.706	5.534	2.102	0	0.0709794536466479	0.789915999110383	0.442836978872257	10	7	27	0.0045	48_48.61	48.25	48.625	-0.375	40.5	48	-7.5	12	0.520441088001323	2.054	-4.203	8.311	2.054	3.192	NA	0.0142483113150205	10	10	41	0.006833	48_48.61	48.842	48.594	0.248	42	48	-6	19	0.74107525052801	0.924	-4.551	6.399	0.924	2.793	NA	1	621500	622500	protein_coding	+	info415	info415
Gene494	0.0453527936869759	NA	4.066	-8.465	16.598	6.394	59.5843365	3.64192163330704	0.0563418691862148	2.916	-3.461	9.294	3.254	59.5843365	3.64192163330704	0.0563418691862148	0.0655107155406413	10	6	22	0.003667	48_48.61	58.471	48.018	10.453	60	47	13	17	0.0405824105999645	10.91	0.514	21.306	10.91	5.304	NA	0.336446533962888	10	9	35	0.005833	48_48.61	45.923	48.865	-2.942	43	48.5	-5.5	26	0.643779008788433	-1.907	-9.981	6.167	-1.907	4.12	NA	1	740000	741000	non_coding	-	info494	info494
Gene308	0.0456793249229253	NA	5.927	0.318	11.537	2.862	0	0.00805924999756005	0.928467345631223	5.927	0.318	11.537	2.862	0	0.00805924999756005	0.928467345631223	0.110104999173171	10	7	32	0.005333	48_48.61	67.4	47.268	20.132	74	46.5	27.5	20	0.0805595942272252	6.105	-0.719	12.928	6.105	3.481	NA	0.266183203153749	10	6	24	0.004	48_48.61	55.778	48.152	7.625	47.5	48	-0.5	18	0.270011448041139	5.556	-4.298	15.411	5.556	5.028	NA	1	461000	462000	non_coding	-	info308	info308
Gene750	0.0463056659881191	NA	2.74	-5.287	10.767	4.095	9.482304	1.2508180520836	0.263396291278645	2.083	-4.21	8.375	3.211	9.482304	1.2508180520836	0.263396291278645	0.287570471107632	10	5	12	0.002	48_48.61	58.091	48.249	9.842	60	48	12	11	0.199796754286094	10.224	-5.37	25.818	10.224	7.956	NA	0.109842177861619	10	9	34	0.005667	48_48.61	51	48.412	2.588	49	48	1	23	0.887130265791966	0.499	-6.38	7.377	0.499	3.509	NA	1	1124000	1125000	non_coding	-	info750	info750
Gene443	0.0464047012180289	NA	-7.518	-18.072	3.037	5.385	42.180727	3.66338455535094	0.0556205377621515	-7.234	-12.735	-1.733	2.807	42.180727	3.66338455535094	0.0556205377621515	0.00409468268752078	10	10	33	0.0055	48_48.61	29.64	50.335	-20.695	25	50	-25	25	0.00176035617611097	-13.01	-21.088	-4.933	-13.01	4.121	NA	0.315843475604233	10	10	49	0.008167	48_48.61	45.75	49.05	-3.3	51	47.5	3.5	40	0.559793263024045	-2.238	-9.749	5.274	-2.238	3.833	NA	1	663500	664500	protein_coding	+	info443	info443
Gene317	0.0464076350394247	NA	0.306	-17.424	18.037	9.046	154.4470045	17.6654298544981	2.63370005695318e-05	-2.146	-6.187	1.895	2.062	154.4470045	17.6654298544981	2.63370005695318e-05	0.00875966732342037	10	8	30	0.005	48_48.61	66.647	47.527	19.121	64	45	19	17	0.00632055516686741	9.501	2.731	16.272	9.501	3.454	NA	0.800844558287991	10	5	37	0.006167	48_48.61	24.385	49.707	-25.323	23	49	-26	13	0.000934755172656811	-8.594	-13.632	-3.556	-8.594	2.57	NA	1	474500	475500	protein_coding	+	info317	info317
Gene1253	0.0473051157647343	NA	3.768	-0.802	8.337	2.331	0	0.220237178627764	0.638859259567213	3.768	-0.802	8.337	2.331	0	0.220237178627764	0.638859259567213	0.205688933251299	10	7	23	0.003833	48_48.61	64	48.349	15.651	80	48	32	5	0.198693305860401	3.284	-1.712	8.28	3.284	2.549	NA	0.0155938412383025	10	9	24	0.004	48_48.61	58.273	47.845	10.427	57	46	11	22	0.27991149008217	6.243	-5.06	17.546	6.243	5.767	NA	1	1878500	1879500	protein_coding	+	info1253	info1253
Gene758	0.0495722975349006	NA	-1.491	-6.444	3.463	2.528	0	0.202001701405888	0.653109958648205	-1.491	-6.444	3.463	2.528	0	0.202001701405888	0.653109958648205	0.608819803202459	10	8	28	0.004667	48_48.61	49.929	48.545	1.383	45.5	48	-2.5	14	0.463112375626358	-2.63	-9.647	4.386	-2.63	3.58	NA	0.0109647823197558	10	10	44	0.007333	48_48.61	51.742	48.249	3.493	43	48	-5	31	0.920147426579553	-0.358	-7.354	6.638	-0.358	3.569	NA	1	1136000	1137000	non_coding	-	info758	info758
Gene888	0.0504258660318959	NA	-5.855	-11.103	-0.607	2.677	0	0.610917272620792	0.434442649702395	-5.855	-11.103	-0.607	2.677	0	0.610917272620792	0.434442649702395	0.0980395269802985	10	10	19	0.003167	48_48.61	34.818	49.135	-14.317	33	49	-16	11	0.0556429763637071	-8.719	-17.614	0.175	-8.719	4.538	NA	0.349402689005971	10	10	51	0.0085	48_48.61	43.846	49.322	-5.476	42	49	-7	39	0.19301085168371	-4.326	-10.825	2.173	-4.326	3.316	NA	1	1331000	1332000	non_coding	-	info888	info888
Gene1093	0.0517938394976428	NA	-3.239	-9.393	2.915	3.14	0	0.00242838335929688	0.960697249737509	-3.239	-9.393	2.915	3.14	0	0.00242838335929688	0.960697249737509	0.043430995378712	10	9	29	0.004833	48_48.61	45.059	48.823	-3.764	35	48	-13	17	0.429707244230508	-3.121	-10.856	4.614	-3.121	3.947	NA	0.551016646075656	10	7	24	0.004	48_48.61	45.474	48.822	-3.348	49	48	1	19	0.507116863853962	-3.442	-13.599	6.715	-3.442	5.182	NA	1	1638500	1639500	protein_coding	+	info1093	info1093
Gene614	0.0525583123800923	NA	-0.33	-7.293	6.632	3.552	1.483038	1.05909388444772	0.303421939883502	-0.282	-7.025	6.462	3.441	1.483038	1.05909388444772	0.303421939883502	0.0309734075655868	10	6	19	0.003167	48_48.61	41.5	48.958	-7.458	31.5	48	-16.5	14	0.390387658575038	-4.795	-15.72	6.13	-4.795	5.574	NA	0.394952969544344	10	6	21	0.0035	48_48.61	52	48.481	3.519	50	48	2	11	0.568682679988633	2.496	-6.076	11.067	2.496	4.373	NA	1	920000	921000	non_coding	-	info614	info614
Gene689	0.0535908568911215	NA	-0.584	-9.287	8.118	4.44	23.7491795	2.51480727429844	0.112781420787627	-0.611	-6.098	4.877	2.8	23.7491795	2.51480727429844	0.112781420787627	0.27739538268298	10	9	30	0.005	48_48.61	40.824	49.078	-8.254	37	48	-11	17	0.20473748538813	-5.007	-12.729	2.714	-5.007	3.94	NA	0.0939829149857601	10	10	27	0.0045	48_48.61	58.625	48.046	10.579	71	47.5	23.5	16	0.331190245254063	3.873	-3.926	11.671	3.873	3.979	NA	1	1032500	1033500	protein_coding	+	info689	info689
Gene697	0.0538073116112791	NA	2.944	-1.419	7.307	2.226	0	0.743191028910996	0.388640591334937	2.944	-1.419	7.307	2.226	0	0.743191028910996	0.388640591334937	0.0314853359076895	10	10	41	0.006833	48_48.61	48.381	48.627	-0.246	49	48	1	21	0.117008399078258	3.957	-0.976	8.891	3.957	2.517	NA	0.655954863354662	10	5	26	0.004333	48_48.61	52.526	48.345	4.181	56	47	9	19	0.88482263879607	-0.691	-10.036	8.654	-0.691	4.768	NA	1	1044500	1045500	protein_coding	+	info697	info697
Gene56	0.0548957875340035	NA	3.445	-2.513	9.402	3.04	0	0.00368435327410561	0.951599028648964	3.445	-2.513	9.402	3.04	0	0.00368435327410561	0.951599028648964	0.259940472385096	10	10	35	0.005833	48_48.61	50.913	48.419	2.494	50	48	2	23	0.364194090300964	3.599	-4.162	11.36	3.599	3.96	NA	0.00648278506905253	10	8	35	0.005833	48_48.61	49.968	48.454	1.514	48	48	0	31	0.49714506510763	3.224	-6.07	12.518	3.224	4.742	NA	1	83000	84000	non_coding	-	info56	info56
Gene501	0.05498812384067	NA	-10.826	-16.616	-5.035	2.954	0	0.00126282479474302	0.971652144321015	-10.826	-16.616	-5.035	2.954	0	0.00126282479474302	0.971652144321015	0.0187041327435329	10	10	33	0.0055	48_48.61	35.542	49.746	-14.205	28.5	49.5	-21	24	0.0114154206123717	-10.719	-18.971	-2.466	-10.719	4.21	NA	0.120172627816649	10	10	34	0.005667	48_48.61	36.25	49.685	-13.435	33	49	-16	24	0.00884584826685776	-10.929	-19.056	-2.801	-10.929	4.147	NA	1	750500	751500	protein_coding	+	info501	info501
Gene714	0.0574911705691896	NA	7.555	-20.295	35.405	14.209	375.982291	14.2758559737651	0.000157876999429152	0.839	-5.514	7.192	3.241	375.982291	14.2758559737651	0.000157876999429152	0.00167637720579306	10	7	14	0.002333	48_48.61	74.545	47.623	26.923	91	47	44	11	0.000742845704779283	22.279	9.47	35.087	22.279	6.535	NA	0.781568750594257	10	6	30	0.005	48_48.61	37	49.351	-12.351	28	49	-21	18	0.100196108136908	-6.157	-13.474	1.161	-6.157	3.733	NA	1	1070000	1071000	non_coding	-	info714	info714
Gene200	0.0582276059682668	NA	-3.148	-7.608	1.313	2.276	0	0.00719024217901667	0.932424133530436	-3.148	-7.608	1.313	2.276	0	0.00719024217901667	0.932424133530436	0.412168539517241	10	10	33	0.0055	48_48.61	38.889	49.23	-10.342	38.5	49	-10.5	18	0.268604946088892	-3.312	-9.168	2.544	-3.312	2.988	NA	0.0615336564751799	10	9	37	0.006167	48_48.61	44.833	48.938	-4.105	42.5	48.5	-6	24	0.406335183578483	-2.921	-9.804	3.963	-2.921	3.512	NA	1	299000	300000	non_coding	-	info200	info200
Gene99	0.0607646319593206	NA	-1.107	-8.471	6.258	3.757	16.839261	2.42181734299818	0.119656042605927	-0.435	-4.982	4.112	2.32	16.839261	2.42181734299818	0.119656042605927	0.240956217689894	10	10	39	0.0065	48_48.61	39.414	49.594	-10.18	31	49	-18	29	0.172862715142721	-5.366	-13.062	2.331	-5.366	3.927	NA	0.142113486785477	10	9	25	0.004167	48_48.61	53.727	48.415	5.312	55	48	7	11	0.443059140770224	2.208	-3.427	7.843	2.208	2.875	NA	1	147500	148500	protein_coding	+	info99	info99
Gene1228	0.0620381941925626	NA	5.715	0.826	10.603	2.494	0	0.873722146702868	0.34992691795216	5.715	0.826	10.603	2.494	0	0.873722146702868	0.34992691795216	0.0429305747710643	10	9	32	0.005333	48_48.61	60.435	47.628	12.807	69	46	23	23	0.0323293472619925	8.682	0.769	16.595	8.682	4.037	NA	0.516037486446249	10	10	44	0.007333	48_48.61	55.8	47.956	7.844	57	46	11	25	0.221796148579021	3.883	-2.333	10.099	3.883	3.172	NA	1	1841000	1842000	non_coding	-	info1228	info1228
Gene184	0.0631961464549144	NA	-3.046	-7.877	1.784	2.464	0	0.751584513458518	0.385975027680217	-3.046	-7.877	1.784	2.464	0	0.751584513458518	0.385975027680217	0.143057421310241	10	10	34	0.005667	48_48.61	37.3	49.418	-12.118	37.5	49	-11.5	20	0.135502855263581	-5.006	-11.561	1.549	-5.006	3.344	NA	0.0866179876599266	10	8	30	0.005	48_48.61	42.824	48.958	-6.134	51	48	3	17	0.844194336153459	-0.717	-7.862	6.428	-0.717	3.646	NA	1	275000	276000	non_coding	-	info184	info184
Gene667	0.0641160139118454	NA	2.775	-5.506	11.056	4.225	16.3646125	1.79946978728959	0.179776608228894	2.173	-3.777	8.122	3.035	16.3646125	1.79946978728959	0.179776608228894	0.204535925136304	10	10	26	0.004333	48_48.61	57.091	47.939	9.152	59	46	13	22	0.132918411509744	7.82	-2.351	17.991	7.82	5.19	NA	0.229705164269556	10	8	33	0.0055	48_48.61	46.706	48.724	-2.018	37	48	-11	17	0.838508265673677	-0.763	-8.098	6.572	-0.763	3.742	NA	1	999500	1000500	protein_coding	+	info667	info667
Gene855	0.0641600407002257	NA	-2.14	-16.525	12.245	7.339	90.7971245	6.36011582113081	0.0116713924585323	-2.5	-8.195	3.194	2.905	90.7971245	6.36011582113081	0.0116713924585323	0.0274702012829986	10	10	25	0.004167	48_48.61	28.933	49.646	-20.712	16	49	-33	15	0.0191137083271539	-9.412	-17.241	-1.583	-9.412	3.994	NA	0.76198890866661	10	10	31	0.005167	48_48.61	55.857	48.065	7.793	60	48	12	21	0.214478267797213	5.267	-3.031	13.565	5.267	4.234	NA	1	1281500	1282500	protein_coding	+	info855	info855
Gene831	0.0644464436733525	NA	-4.657	-9.392	0.079	2.416	0	0.654917993206264	0.418359836935284	-4.657	-9.392	0.079	2.416	0	0.654917993206264	0.418359836935284	0.100882582892384	10	10	34	0.005667	48_48.61	37.318	49.504	-12.185	34.5	49	-14.5	22	0.0702584981262735	-7.199	-14.966	0.567	-7.199	3.963	NA	0.361511079847746	10	10	27	0.0045	48_48.61	46.455	48.692	-2.237	37	48	-11	11	0.301653291369512	-3.153	-9.127	2.82	-3.153	3.048	NA	1	1245500	1246500	protein_coding	+	info831	info831
Gene305	0.0646028818954334	NA	-0.009	-12.284	12.266	6.263	56.216916	2.95082983265615	0.0858334736946911	-3.55	-7.792	0.692	2.164	56.216916	2.95082983265615	0.0858334736946911	0.0538844371832569	10	9	44	0.007333	48_48.61	38.333	49.151	-10.818	33	49	-16	15	0.0385012919753544	-4.714	-9.159	-0.27	-4.714	2.268	NA	1	10	3	11	0.001833	48_48.61	64.75	48.168	16.582	80.5	47.5	33	8	0.251388827467333	8.327	-5.874	22.527	8.327	7.245	NA	1	456500	457500	protein_coding	+	info305	info305
Gene1130	0.066616419959556	NA	-4.625	-9.958	0.707	2.721	0	0.282403136763856	0.595130424506462	-4.625	-9.958	0.707	2.721	0	0.282403136763856	0.595130424506462	0.18836420672294	10	9	41	0.006833	48_48.61	38.032	49.829	-11.797	36	49	-13	31	0.10930695873001	-5.972	-13.26	1.315	-5.972	3.718	NA	0.0910444913901414	10	7	20	0.003333	48_48.61	42.545	48.841	-6.295	43	48	-5	11	0.442049270264928	-3.073	-10.896	4.751	-3.073	3.992	NA	1	1694000	1695000	non_coding	-	info1130	info1130
Gene429	0.0690129331756973	NA	-0.884	-7.011	5.243	3.126	2.6744955	1.1315977183097	0.287434799142793	-0.711	-6.326	4.904	2.865	2.6744955	1.1315977183097	0.287434799142793	0.446985876288779	10	9	19	0.003167	48_48.61	41.643	48.951	-7.308	34.5	49	-14.5	14	0.302129152484042	-5.589	-16.186	5.008	-5.589	5.407	NA	0.111703181900115	10	9	38	0.006333	48_48.61	47.35	48.7	-1.35	39.5	48	-8.5	20	0.724307225060508	1.193	-5.428	7.814	1.193	3.378	NA	1	642500	643500	protein_coding	+	info429	info429
Gene525	0.0690604857483522	NA	3.99	-7.964	15.943	6.099	44.498604	2.47693889202642	0.115526901683257	3.481	-4.052	11.013	3.843	44.498604	2.47693889202642	0.115526901683257	0.124346299478661	10	6	20	0.003333	48_48.61	59.059	47.982	11.076	64	47	17	17	0.0757711476738306	10.443	-1.043	21.93	10.443	5.86	NA	0.387929985767035	10	6	23	0.003833	48_48.61	49.706	48.544	1.162	55	48	7	17	0.727672728185294	-1.774	-11.753	8.204	-1.774	5.091	NA	1	786500	787500	protein_coding	+	info525	info525
Gene538	0.0696926537752944	NA	6.072	0.25	11.894	2.97	0	0.211331974832634	0.645725413019381	6.072	0.25	11.894	2.97	0	0.211331974832634	0.645725413019381	0.108088667067973	10	7	27	0.0045	48_48.61	51.941	48.41	3.531	44	48	-4	17	0.249118568456764	4.759	-3.318	12.835	4.759	4.121	NA	0.209002081342715	10	10	27	0.0045	48_48.61	61	47.866	13.134	69	47	22	17	0.0814555040863221	7.492	-0.907	15.891	7.492	4.285	NA	1	806000	807000	non_coding	-	info538	info538
Gene546	0.0698429147920259	NA	1.348	-3.279	5.976	2.361	0	0.605087669201803	0.436643407518916	1.348	-3.279	5.976	2.361	0	0.605087669201803	0.436643407518916	0.515332800497805	10	9	41	0.006833	48_48.61	54.667	48.011	6.656	53	48	5	27	0.336753256115542	3.484	-3.613	10.58	3.484	3.621	NA	0.0670792445092769	10	7	27	0.0045	48_48.61	57.615	48.202	9.413	54	47	7	13	0.941009646512929	-0.231	-6.334	5.872	-0.231	3.114	NA	1	818000	819000	non_coding	-	info546	info546
Gene472	0.0708761687875021	NA	4.547	-0.956	10.051	2.808	0	0.896652386763754	0.343680918001484	4.547	-0.956	10.051	2.808	0	0.896652386763754	0.343680918001484	0.1211627468767	10	10	39	0.0065	48_48.61	58	47.719	10.281	62	45.5	16.5	26	0.0663720895837149	6.871	-0.437	14.178	6.871	3.729	NA	0.17927895975738	10	6	28	0.004667	48_48.61	52.059	48.403	3.656	54	48	6	17	0.724602142088621	1.505	-6.859	9.869	1.505	4.267	NA	1	707000	708000	non_coding	-	info472	info472
Gene1317	0.0719655570811232	NA	5.116	-1.343	11.575	3.295	0	0.401882350557071	0.526118730432366	5.116	-1.343	11.575	3.295	0	0.401882350557071	0.526118730432366	0.281568645290887	10	9	36	0.006	48_48.61	52.955	48.266	4.688	52.5	47	5.5	22	0.282760140898278	4.011	-3.295	11.317	4.011	3.728	NA	0.0450774070626447	10	6	14	0.002333	48_48.61	59.583	48.153	11.431	64.5	47	17.5	12	0.199317953001142	9.065	-4.747	22.876	9.065	7.047	NA	1	1974500	1975500	protein_coding	+	info1317	info1317
Gene282	0.0721861048575408	NA	-0.935	-21.774	19.904	10.632	204.693872	10.5718541839841	0.00114822498174338	-1.185	-7.592	5.222	3.269	204.693872	10.5718541839841	0.00114822498174338	0.0166688022498311	10	7	22	0.003667	48_48.61	27.533	49.719	-22.186	22	49	-27	15	0.0119741246344577	-11.541	-20.487	-2.596	-11.541	4.564	NA	0.0283949153597503	10	7	16	0.002667	48_48.61	58.625	48.336	10.289	51	48	3	8	0.0387921137219883	9.723	0.542	18.904	9.723	4.684	NA	1	422000	423000	non_coding	-	info282	info282
Gene899	0.0738206913680475	NA	3.556	-4.54	11.653	4.131	11.5618435	1.44892836800914	0.228699982775179	4.123	-2.248	10.494	3.251	11.5618435	1.44892836800914	0.228699982775179	0.118213621923946	10	10	34	0.005667	48_48.61	55.955	48.029	7.926	61	47.5	13.5	22	0.0872144889018115	6.613	-0.94	14.165	6.613	3.853	NA	0.427946960812409	10	6	19	0.003167	48_48.61	41.812	48.993	-7.18	36.5	48.5	-12	16	0.738119384262206	-2.026	-13.894	9.841	-2.026	6.055	NA	1	1347500	1348500	protein_coding	+	info899	info899
