SetID	P.value	N.Marker.All	N.Marker.Test	cMAC	cMAF	medANDav_Pheno	Carriers_AvPheno	nonCarriers_AvPheno	AvDiff_Pheno	Carriers_medianPheno	nonCarriers_medianPheno	medianDiff_Pheno	no_of_carriers	P_regression	BETA_noOfMutations	BETA_L95	BETA_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene1097	0.097106378129842	10	9	31	0.005167	48_48.61	38.864	49.381	-10.518	24.5	48.5	-24	22	0.0627493474066074	-7.783	-15.949	0.383	-7.783	4.166	1	1644500	1645500	protein_coding	+	info1097	info1097	NA
Gene888	0.0980395269802985	10	10	19	0.003167	48_48.61	34.818	49.135	-14.317	33	49	-16	11	0.0556429763637071	-8.719	-17.614	0.175	-8.719	4.538	1	1331000	1332000	non_coding	-	info888	info888	NA
Gene1159	0.100430325213327	10	10	29	0.004833	48_48.61	51.154	48.495	2.659	49	48	1	13	0.0860379145409275	4.597	-0.634	9.829	4.597	2.669	1	1737500	1738500	protein_coding	+	info1159	info1159	NA
Gene831	0.100882582892384	10	10	34	0.005667	48_48.61	37.318	49.504	-12.185	34.5	49	-14.5	22	0.0702584981262735	-7.199	-14.966	0.567	-7.199	3.963	1	1245500	1246500	protein_coding	+	info831	info831	NA
Gene682	0.102522591281402	10	9	27	0.0045	48_48.61	63.417	47.993	15.424	61.5	47.5	14	12	0.0693853395487602	6.531	-0.492	13.554	6.531	3.583	1	1022000	1023000	non_coding	-	info682	info682	NA
Gene1288	0.102632703598097	10	7	18	0.003	48_48.61	34.917	49.181	-14.264	33	48.5	-15.5	12	0.0652789031857155	-10.014	-20.621	0.594	-10.014	5.412	1	1931000	1932000	non_coding	-	info1288	info1288	NA
Gene470	0.103166221482589	10	10	52	0.008667	48_48.61	34.48	49.895	-15.415	27	49	-22	25	0.0824407566636126	-4.043	-8.59	0.504	-4.043	2.32	1	704000	705000	non_coding	-	info470	info470	NA
Gene743	0.103547376900804	10	8	31	0.005167	48_48.61	49	48.57	0.43	46.5	48	-1.5	28	0.941804052107743	0.368	-9.509	10.245	0.368	5.039	1	1113500	1114500	protein_coding	+	info743	info743	NA
Gene975	0.104521805746447	10	10	36	0.006	48_48.61	56.955	47.95	9.005	55	47	8	22	0.067140426996018	6.382	-0.425	13.19	6.382	3.473	1	1461500	1462500	protein_coding	+	info975	info975	NA
Gene120	0.104785133004708	10	10	41	0.006833	48_48.61	40.708	49.297	-8.589	39	49	-10	24	0.0581245974547363	-6.081	-12.346	0.185	-6.081	3.197	1	179000	180000	non_coding	-	info120	info120	NA
Gene389	0.105096469889807	10	9	46	0.007667	48_48.61	53.167	48.214	4.953	53.5	47	6.5	24	0.0981206179794824	4.048	-0.733	8.829	4.048	2.44	1	582500	583500	protein_coding	+	info389	info389	NA
Gene617	0.105183508709874	10	8	32	0.005333	48_48.61	58.609	47.78	10.829	57	45	12	23	0.0614946908948011	7.745	-0.342	15.832	7.745	4.126	1	924500	925500	protein_coding	+	info617	info617	NA
Gene485	0.105235726664281	10	6	19	0.003167	48_48.61	58.8	48.074	10.726	65	47	18	15	0.072822464198078	10.42	-0.923	21.763	10.42	5.788	1	726500	727500	protein_coding	+	info485	info485	NA
Gene5	0.105566569240019	10	7	32	0.005333	48_48.61	60	48.011	11.989	66	47	19	15	0.0861790272609319	5.036	-0.697	10.769	5.036	2.925	1	6500	7500	protein_coding	+	info5	info5	NA
Gene557	0.105636709783284	10	9	38	0.006333	48_48.61	41	49.551	-8.551	40	49	-9	33	0.0600809480712986	-8.363	-17.048	0.321	-8.363	4.431	1	834500	835500	protein_coding	+	info557	info557	NA
Gene424	0.107439365919445	10	6	16	0.002667	48_48.61	36.917	49.097	-12.181	29	48.5	-19.5	12	0.0675917405442495	-11.171	-23.106	0.764	-11.171	6.09	1	635000	636000	non_coding	-	info424	info424	NA
Gene37	0.1076826227194	10	10	28	0.004667	48_48.61	39.524	49.294	-9.77	38	49	-11	21	0.0783991589026303	-8.244	-17.393	0.904	-8.244	4.668	1	54500	55500	protein_coding	+	info37	info37	NA
Gene538	0.108088667067973	10	7	27	0.0045	48_48.61	51.941	48.41	3.531	44	48	-4	17	0.249118568456764	4.759	-3.318	12.835	4.759	4.121	1	806000	807000	non_coding	-	info538	info538	NA
Gene1321	0.108810045985013	10	10	29	0.004833	48_48.61	48.286	48.634	-0.349	48	48	0	21	0.392162500576904	-3.629	-11.927	4.67	-3.629	4.234	1	1980500	1981500	protein_coding	+	info1321	info1321	NA
Gene255	0.109384404899932	10	7	18	0.003	48_48.61	51.5	48.447	3.053	56	47.5	8.5	16	0.964066360940789	0.277	-11.761	12.315	0.277	6.142	1	381500	382500	protein_coding	+	info255	info255	NA
Gene308	0.110104999173171	10	7	32	0.005333	48_48.61	67.4	47.268	20.132	74	46.5	27.5	20	0.0805595942272252	6.105	-0.719	12.928	6.105	3.481	1	461000	462000	non_coding	-	info308	info308	NA
Gene1204	0.110106719840966	10	9	37	0.006167	48_48.61	58.069	47.598	10.471	58	46	12	29	0.111613627736101	6.606	-1.508	14.72	6.606	4.14	1	1805000	1806000	non_coding	-	info1204	info1204	NA
Gene605	0.110291650256526	10	9	27	0.0045	48_48.61	55.824	48.177	7.647	49	48	1	17	0.500926559927717	2.551	-4.869	9.972	2.551	3.786	1	906500	907500	protein_coding	+	info605	info605	NA
Gene586	0.111171624677252	10	9	32	0.005333	48_48.61	50.611	48.482	2.129	43.5	48	-4.5	18	0.437209271492394	-2.422	-8.523	3.679	-2.422	3.113	1	878000	879000	non_coding	-	info586	info586	NA
Gene991	0.111792535755319	10	10	33	0.0055	48_48.61	40.667	49.208	-8.541	39	48	-9	21	0.627311756298615	-1.705	-8.582	5.171	-1.705	3.508	1	1485500	1486500	protein_coding	+	info991	info991	NA
Gene1101	0.111903363870076	10	10	39	0.0065	48_48.61	46.903	48.807	-1.903	40	48	-8	31	0.175852430523496	-5.304	-12.966	2.357	-5.304	3.909	1	1650500	1651500	protein_coding	+	info1101	info1101	NA
Gene271	0.113014992584559	10	7	12	0.002	48_48.61	32.083	49.299	-17.215	28	49	-21	12	0.063579183110623	-16.078	-33.001	0.845	-16.078	8.634	1	405500	406500	protein_coding	+	info271	info271	NA
Gene906	0.113127234952295	10	10	27	0.0045	48_48.61	41.625	48.801	-7.176	27.5	48	-20.5	8	0.101190802173098	-3.879	-8.502	0.745	-3.879	2.359	1	1358000	1359000	non_coding	-	info906	info906	NA
Gene1269	0.113439932365385	10	7	38	0.006333	48_48.61	65.25	47.917	17.333	73	47	26	12	0.0883422332967213	4.123	-0.603	8.85	4.123	2.412	1	1902500	1903500	protein_coding	+	info1269	info1269	NA
Gene362	0.11496669302892	10	10	43	0.007167	48_48.61	55.885	47.92	7.965	54.5	46.5	8	26	0.284298316677961	3.336	-2.76	9.432	3.336	3.11	1	542000	543000	non_coding	-	info362	info362	NA
Gene821	0.115855760730159	10	8	34	0.005667	48_48.61	36.882	49.314	-12.432	27	48	-21	17	0.0740342414012083	-6.566	-13.744	0.612	-6.566	3.662	1	1230500	1231500	protein_coding	+	info821	info821	NA
Gene666	0.116132693380299	10	8	33	0.0055	48_48.61	58.533	48.088	10.446	58	48	10	15	0.105664271621809	4.972	-1.032	10.976	4.972	3.063	1	998000	999000	non_coding	-	info666	info666	NA
Gene733	0.116538670945791	10	8	26	0.004333	48_48.61	57.364	47.917	9.446	51	48	3	22	0.0689117889728348	9.465	-0.696	19.625	9.465	5.184	1	1098500	1099500	protein_coding	+	info733	info733	NA
Gene320	0.116900704136301	10	9	19	0.003167	48_48.61	50.444	48.553	1.891	69	48	21	9	0.279780534060029	4.509	-3.653	12.671	4.509	4.164	1	479000	480000	non_coding	-	info320	info320	NA
Gene366	0.117194506279259	10	10	32	0.005333	48_48.61	57.476	47.943	9.534	58	46	12	21	0.0829628755666469	6.659	-0.843	14.162	6.659	3.828	1	548000	549000	non_coding	-	info366	info366	NA
Gene1185	0.117328432754733	10	7	15	0.0025	48_48.61	47.556	48.643	-1.087	43	48	-5	9	0.96530634865878	-0.241	-11.107	10.624	-0.241	5.544	1	1776500	1777500	protein_coding	+	info1185	info1185	NA
Gene1298	0.117546268784707	10	5	18	0.003	48_48.61	59.875	47.975	11.9	56.5	46.5	10	16	0.0809677629658008	11.252	-1.342	23.846	11.252	6.426	1	1946000	1947000	non_coding	-	info1298	info1298	NA
Gene1018	0.118169897338632	10	9	26	0.004333	48_48.61	46.267	48.733	-2.467	42	48	-6	15	0.722185793167999	1.353	-6.098	8.804	1.353	3.802	1	1526000	1527000	non_coding	-	info1018	info1018	NA
Gene899	0.118213621923946	10	10	34	0.005667	48_48.61	55.955	48.029	7.926	61	47.5	13.5	22	0.0872144889018115	6.613	-0.94	14.165	6.613	3.853	1	1347500	1348500	protein_coding	+	info899	info899	NA
Gene1246	0.119016186500254	10	8	27	0.0045	48_48.61	40.25	49.207	-8.957	38.5	48	-9.5	20	0.0753948591607529	-7.979	-16.743	0.785	-7.979	4.472	1	1868000	1869000	non_coding	-	info1246	info1246	NA
Gene460	0.119603772694553	10	8	44	0.007333	48_48.61	38.091	49.91	-11.819	24	49	-25	33	0.0670664995712845	-6.835	-14.123	0.453	-6.835	3.718	1	689000	690000	non_coding	-	info460	info460	NA
Gene691	0.119679493700825	10	8	20	0.003333	48_48.61	60.167	48.128	12.038	58.5	47	11.5	12	0.08221103844949	8.023	-0.994	17.039	8.023	4.6	1	1035500	1036500	protein_coding	+	info691	info691	NA
Gene786	0.119951009715859	10	4	14	0.002333	48_48.61	35.083	49.174	-14.09	30.5	49	-18.5	12	0.0814540188299225	-12.268	-26.021	1.485	-12.268	7.017	1	1178000	1179000	non_coding	-	info786	info786	NA
Gene1138	0.12005339040038	10	9	38	0.006333	48_48.61	57.682	47.892	9.79	50.5	47.5	3	22	0.0835353178442629	5.431	-0.699	11.562	5.431	3.128	1	1706000	1707000	non_coding	-	info1138	info1138	NA
Gene472	0.1211627468767	10	10	39	0.0065	48_48.61	58	47.719	10.281	62	45.5	16.5	26	0.0663720895837149	6.871	-0.437	14.178	6.871	3.729	1	707000	708000	non_coding	-	info472	info472	NA
Gene1074	0.122033852436898	10	10	30	0.005	48_48.61	37.647	49.269	-11.621	42	48	-6	17	0.0723729168468019	-7.035	-14.682	0.611	-7.035	3.902	1	1610000	1611000	non_coding	-	info1074	info1074	NA
Gene318	0.12291897116063	10	10	38	0.006333	48_48.61	56	48.082	7.918	55.5	46.5	9	20	0.210404474262718	2.921	-1.64	7.483	2.921	2.327	1	476000	477000	non_coding	-	info318	info318	NA
Gene1190	0.123059956175632	10	7	31	0.005167	48_48.61	60.579	47.801	12.778	60	46	14	19	0.100395454219344	6.696	-1.267	14.658	6.696	4.063	1	1784000	1785000	non_coding	-	info1190	info1190	NA
Gene525	0.124346299478661	10	6	20	0.003333	48_48.61	59.059	47.982	11.076	64	47	17	17	0.0757711476738306	10.443	-1.043	21.93	10.443	5.86	1	786500	787500	protein_coding	+	info525	info525	NA
Gene1038	0.124726935313808	10	8	37	0.006167	48_48.61	39.444	49.195	-9.751	35.5	49	-13.5	18	0.0810509820271414	-5.256	-11.14	0.628	-5.256	3.002	1	1556000	1557000	non_coding	-	info1038	info1038	NA
Gene190	0.12553273127327	10	9	22	0.003667	48_48.61	37.167	49.34	-12.174	35.5	49	-13.5	18	0.0743843046716874	-9.843	-20.616	0.931	-9.843	5.497	1	284000	285000	non_coding	-	info190	info190	NA
Gene446	0.127381739300883	10	10	33	0.0055	48_48.61	37.9	49.375	-11.475	36.5	48	-11.5	20	0.0736250829040158	-6.596	-13.798	0.605	-6.596	3.674	1	668000	669000	non_coding	-	info446	info446	NA
Gene923	0.128436718570607	10	10	13	0.002167	48_48.61	30.143	49.051	-18.908	28	49	-21	7	0.0799711504136395	-9.114	-19.281	1.053	-9.114	5.187	1	1383500	1384500	protein_coding	+	info923	info923	NA
Gene1320	0.128636390453502	10	10	34	0.005667	48_48.61	34.913	49.747	-14.834	28	49	-21	23	0.0616214218838195	-6.863	-14.032	0.306	-6.863	3.658	1	1979000	1980000	non_coding	-	info1320	info1320	NA
Gene476	0.131108473532978	10	9	30	0.005	48_48.61	51.35	48.414	2.936	46	48	-2	20	0.491695845088645	2.819	-5.207	10.845	2.819	4.095	1	713000	714000	non_coding	-	info476	info476	NA
Gene505	0.133741020404995	10	7	29	0.004833	48_48.61	59.05	47.864	11.186	68	46.5	21.5	20	0.0953436168716204	7.23	-1.239	15.699	7.23	4.321	1	756500	757500	protein_coding	+	info505	info505	NA
Gene364	0.133855610457582	10	10	35	0.005833	48_48.61	35.95	49.514	-13.564	36.5	49	-12.5	20	0.0915583219249819	-5.873	-12.673	0.927	-5.873	3.469	1	545000	546000	non_coding	-	info364	info364	NA
Gene306	0.134767188696239	10	9	34	0.005667	48_48.61	45.619	48.835	-3.216	40	48	-8	21	0.19353052305927	-4.782	-11.975	2.41	-4.782	3.67	1	458000	459000	non_coding	-	info306	info306	NA
Gene606	0.135154727289747	10	9	35	0.005833	48_48.61	56.238	48.036	8.202	51	48	3	21	0.0892757533357716	6.5	-0.973	13.973	6.5	3.813	1	908000	909000	non_coding	-	info606	info606	NA
Gene293	0.135789741304875	10	7	16	0.002667	48_48.61	58.583	48.194	10.389	58	47.5	10.5	12	0.0839828266127381	10.507	-1.37	22.384	10.507	6.06	1	438500	439500	protein_coding	+	info293	info293	NA
Gene533	0.138561644560342	10	9	20	0.003333	48_48.61	62.692	47.972	14.72	66	47	19	13	0.0881823264424569	7.917	-1.153	16.988	7.917	4.628	1	798500	799500	protein_coding	+	info533	info533	NA
Gene169	0.139579559630739	10	8	37	0.006167	48_48.61	41.438	49.014	-7.577	40	49	-9	16	0.116995077004692	-4.379	-9.838	1.08	-4.379	2.785	1	252500	253500	protein_coding	+	info169	info169	NA
Gene774	0.140869820298033	10	10	32	0.005333	48_48.61	36.87	49.585	-12.715	36	49	-13	23	0.0762695342118028	-7.17	-15.07	0.729	-7.17	4.031	1	1160000	1161000	non_coding	-	info774	info774	NA
Gene1241	0.141615462602074	10	7	29	0.004833	48_48.61	39.647	49.148	-9.501	22	48	-26	17	0.0971180683193062	-6.438	-14.019	1.144	-6.438	3.868	1	1860500	1861500	protein_coding	+	info1241	info1241	NA
Gene280	0.141676816537538	10	9	33	0.0055	48_48.61	39.238	49.315	-10.077	39	49	-10	21	0.086644377494541	-6.119	-13.096	0.857	-6.119	3.56	1	419000	420000	non_coding	-	info280	info280	NA
Gene989	0.141854447122146	10	10	21	0.0035	48_48.61	36.5	49.115	-12.615	23	49	-26	12	0.0892145894210646	-7.366	-15.833	1.101	-7.366	4.32	1	1482500	1483500	protein_coding	+	info989	info989	NA
Gene984	0.141934980248481	10	8	38	0.006333	48_48.61	46.697	48.846	-2.149	45	48	-3	33	0.360382675788359	-4.083	-12.818	4.653	-4.083	4.457	1	1475000	1476000	non_coding	-	info984	info984	NA
Gene508	0.142329692244425	10	7	32	0.005333	48_48.61	56.083	47.96	8.123	60.5	46.5	14	24	0.0932454465934079	6.898	-1.13	14.926	6.898	4.096	1	761000	762000	non_coding	-	info508	info508	NA
Gene1019	0.142639150239961	10	5	19	0.003167	48_48.61	42.438	48.958	-6.52	37.5	48	-10.5	16	0.51788065177718	-3.884	-15.643	7.875	-3.884	5.999	1	1527500	1528500	protein_coding	+	info1019	info1019	NA
Gene1210	0.142789227199782	10	10	43	0.007167	48_48.61	51.237	48.229	3.008	49.5	47	2.5	38	0.184010783178032	5.691	-2.685	14.067	5.691	4.274	1	1814000	1815000	non_coding	-	info1210	info1210	NA
Gene184	0.143057421310241	10	10	34	0.005667	48_48.61	37.3	49.418	-12.118	37.5	49	-11.5	20	0.135502855263581	-5.006	-11.561	1.549	-5.006	3.344	1	275000	276000	non_coding	-	info184	info184	NA
Gene339	0.143553600468722	10	10	24	0.004	48_48.61	41	49.154	-8.154	36.5	48	-11.5	20	0.179185187378177	-6.978	-17.134	3.179	-6.978	5.182	1	507500	508500	protein_coding	+	info339	info339	NA
Gene797	0.143942198416532	10	8	16	0.002667	48_48.61	47.818	48.64	-0.822	48	48	0	11	0.155301286457729	-8.009	-19.026	3.009	-8.009	5.621	1	1194500	1195500	protein_coding	+	info797	info797	NA
Gene416	0.144481075329545	10	8	20	0.003333	48_48.61	44.111	48.749	-4.638	44	48	-4	9	0.856132251568608	0.767	-7.521	9.056	0.767	4.229	1	623000	624000	non_coding	-	info416	info416	NA
Gene830	0.146423581299827	10	10	31	0.005167	48_48.61	47.095	48.724	-1.629	43	49	-6	21	0.369649491923547	-3.307	-10.521	3.907	-3.307	3.681	1	1244000	1245000	non_coding	-	info830	info830	NA
Gene157	0.14674371689978	10	7	18	0.003	48_48.61	50.667	48.546	2.12	58	48	10	9	0.462621004052545	3.154	-5.25	11.558	3.154	4.288	1	234500	235500	protein_coding	+	info157	info157	NA
Gene1125	0.146798304428479	10	7	35	0.005833	48_48.61	49.333	48.547	0.786	58.5	47.5	11	24	0.346783466784979	3.644	-3.935	11.224	3.644	3.867	1	1686500	1687500	protein_coding	+	info1125	info1125	NA
Gene1255	0.149542090455983	10	9	21	0.0035	48_48.61	52.167	48.462	3.705	57.5	48	9.5	12	0.844216923501205	-0.902	-9.894	8.09	-0.902	4.588	1	1881500	1882500	protein_coding	+	info1255	info1255	NA
Gene1303	0.149984698495173	10	10	32	0.005333	48_48.61	60.65	47.75	12.9	54	45.5	8.5	20	0.0865461685377869	6.663	-0.931	14.256	6.663	3.874	1	1953500	1954500	protein_coding	+	info1303	info1303	NA
Gene582	0.150125816973368	10	9	32	0.005333	48_48.61	60.636	47.658	12.978	53.5	47	6.5	22	0.102332157192767	6.769	-1.327	14.864	6.769	4.13	1	872000	873000	non_coding	-	info582	info582	NA
Gene795	0.150394449907208	10	10	38	0.006333	48_48.61	61.111	47.812	13.299	63	47.5	15.5	18	0.123166213728919	4.374	-1.171	9.919	4.374	2.829	1	1191500	1192500	protein_coding	+	info795	info795	NA
Gene495	0.15239924522933	10	8	36	0.006	48_48.61	50.077	48.471	1.606	47.5	48	-0.5	26	0.82113153987118	-0.872	-8.429	6.684	-0.872	3.855	1	741500	742500	protein_coding	+	info495	info495	NA
Gene710	0.152403956159571	10	7	16	0.002667	48_48.61	47.6	48.645	-1.045	42.5	48	-5.5	10	0.209541371861792	5.88	-3.284	15.043	5.88	4.675	1	1064000	1065000	non_coding	-	info710	info710	NA
Gene387	0.153024749660566	10	9	21	0.0035	48_48.61	52.867	48.386	4.481	56	47	9	15	0.265832441224953	5.499	-4.169	15.168	5.499	4.933	1	579500	580500	protein_coding	+	info387	info387	NA
Gene724	0.153281070382281	10	6	14	0.002333	48_48.61	29.667	48.997	-19.33	30.5	48.5	-18	6	0.0955597381455155	-8.217	-17.848	1.414	-8.217	4.914	1	1085000	1086000	non_coding	-	info724	info724	NA
Gene1266	0.154739421462756	10	10	25	0.004167	48_48.61	40.111	49.152	-9.041	32	49	-17	18	0.238769597121909	-5.719	-15.215	3.777	-5.719	4.845	1	1898000	1899000	non_coding	-	info1266	info1266	NA
Gene427	0.155248730106612	10	10	39	0.0065	48_48.61	39.652	49.354	-9.702	33	49	-16	23	0.106471827755372	-4.793	-10.595	1.009	-4.793	2.96	1	639500	640500	protein_coding	+	info427	info427	NA
Gene941	0.156427052894999	10	10	30	0.005	48_48.61	46.826	48.758	-1.932	42	48	-6	23	0.834651274883102	-0.946	-9.821	7.929	-0.946	4.528	1	1410500	1411500	protein_coding	+	info941	info941	NA
Gene700	0.156758203245656	10	8	24	0.004	48_48.61	58.316	47.954	10.362	70	47	23	19	0.104953530696605	7.92	-1.625	17.466	7.92	4.87	1	1049000	1050000	non_coding	-	info700	info700	NA
Gene133	0.15717387926683	10	10	22	0.003667	48_48.61	44	48.836	-4.836	37.5	48	-10.5	14	0.410082570224111	-3.9	-13.167	5.366	-3.9	4.728	1	198500	199500	protein_coding	+	info133	info133	NA
Gene631	0.158140332641369	10	10	44	0.007333	48_48.61	42.333	49.156	-6.822	33	49	-16	24	0.561226731194502	-1.866	-8.154	4.422	-1.866	3.208	1	945500	946500	protein_coding	+	info631	info631	NA
Gene950	0.159540409739545	10	10	42	0.007	48_48.61	41.05	49.15	-8.1	35	48.5	-13.5	20	0.118318448389047	-4.414	-9.936	1.109	-4.414	2.818	1	1424000	1425000	non_coding	-	info950	info950	NA
Gene1287	0.159626673119236	10	10	42	0.007	48_48.61	52	48.191	3.809	49	48	1	33	0.992966945402746	-0.035	-7.834	7.764	-0.035	3.979	1	1929500	1930500	protein_coding	+	info1287	info1287	NA
Gene936	0.160615161425575	10	10	39	0.0065	48_48.61	40.125	49.348	-9.223	39	49	-10	24	0.0981121223589014	-5.795	-12.639	1.05	-5.795	3.492	1	1403000	1404000	non_coding	-	info936	info936	NA
Gene566	0.162763727977262	10	7	24	0.004	48_48.61	42.667	48.923	-6.256	48	48	0	15	0.121066892351617	-6.71	-15.169	1.749	-6.71	4.316	1	848000	849000	non_coding	-	info566	info566	NA
Gene871	0.162987941966056	10	8	21	0.0035	48_48.61	57.333	47.953	9.38	62	47	15	21	0.094013580829773	11.187	-1.864	24.238	11.187	6.659	1	1305500	1306500	protein_coding	+	info871	info871	NA
Gene748	0.164027278984543	10	10	34	0.005667	48_48.61	57.24	47.825	9.415	50	47	3	25	0.100290094238786	6.685	-1.262	14.632	6.685	4.055	1	1121000	1122000	non_coding	-	info748	info748	NA
Gene500	0.164706840656628	10	6	24	0.004	48_48.61	29.562	49.683	-20.121	27	49	-22	16	0.198217954579824	-5.592	-14.09	2.907	-5.592	4.336	1	749000	750000	non_coding	-	info500	info500	NA
Gene101	0.164760333628818	10	9	25	0.004167	48_48.61	42.538	48.885	-6.347	26	48	-22	13	0.109908343370831	-6.228	-13.841	1.385	-6.228	3.884	1	150500	151500	protein_coding	+	info101	info101	NA
Gene1075	0.165079304285426	10	8	38	0.006333	48_48.61	40.871	49.502	-8.631	33	49	-16	31	0.111816259458853	-6.404	-14.273	1.466	-6.404	4.015	1	1611500	1612500	protein_coding	+	info1075	info1075	NA
Gene425	0.167509480950063	10	8	25	0.004167	48_48.61	48.385	48.62	-0.236	48	48	0	13	0.479295055075716	-2.627	-9.895	4.641	-2.627	3.708	1	636500	637500	protein_coding	+	info425	info425	NA
Gene298	0.167715930790999	10	9	32	0.005333	48_48.61	48.37	48.634	-0.263	45	48	-3	27	0.564376559554124	-2.716	-11.943	6.511	-2.716	4.708	1	446000	447000	non_coding	-	info298	info298	NA
Gene976	0.168326285557433	10	6	28	0.004667	48_48.61	47.957	48.664	-0.708	43	48	-5	23	0.568324326859511	-2.81	-12.454	6.833	-2.81	4.92	1	1463000	1464000	non_coding	-	info976	info976	NA
Gene622	0.168712392519123	10	7	26	0.004333	48_48.61	54.28	48.095	6.185	50	47	3	25	0.201620599143191	7.382	-3.923	18.686	7.382	5.768	1	932000	933000	non_coding	-	info622	info622	NA
Gene256	0.168765987508191	10	10	33	0.0055	48_48.61	52.864	48.273	4.59	57.5	47	10.5	22	0.600396572789577	2.071	-5.67	9.813	2.071	3.95	1	383000	384000	non_coding	-	info256	info256	NA
Gene1091	0.169922127485341	10	10	45	0.0075	48_48.61	51.806	48.242	3.565	54	47	7	31	0.198843448129611	4.435	-2.315	11.186	4.435	3.444	1	1635500	1636500	protein_coding	+	info1091	info1091	NA
Gene1259	0.171183928176808	10	9	32	0.005333	48_48.61	56.812	48.148	8.665	51	48	3	16	0.118389948849415	4.964	-1.248	11.177	4.964	3.17	1	1887500	1888500	protein_coding	+	info1259	info1259	NA
Gene220	0.17185062261758	10	10	24	0.004	48_48.61	54.071	48.343	5.729	59.5	48	11.5	14	0.188045411369292	5.479	-2.66	13.617	5.479	4.152	1	329000	330000	non_coding	-	info220	info220	NA
Gene1294	0.17286125850399	10	10	32	0.005333	48_48.61	53.824	48.297	5.527	55	48	7	17	0.583581010265811	2.101	-5.403	9.606	2.101	3.829	1	1940000	1941000	non_coding	-	info1294	info1294	NA
Gene432	0.173734275380362	10	8	39	0.0065	48_48.61	53.31	48.107	5.203	54	46	8	29	0.101490143298149	6.598	-1.274	14.47	6.598	4.016	1	647000	648000	non_coding	-	info432	info432	NA
Gene585	0.174344090215889	10	6	8	0.001333	48_48.61	32	48.834	-16.834	21.5	48	-26.5	4	0.51077072088885	-4.593	-18.263	9.078	-4.593	6.975	1	876500	877500	protein_coding	+	info585	info585	NA
Gene260	0.174556067665997	10	7	29	0.004833	48_48.61	56.444	48.11	8.335	62.5	46.5	16	18	0.121498917970724	6.305	-1.652	14.263	6.305	4.06	1	389000	390000	non_coding	-	info260	info260	NA
Gene262	0.175309544129996	10	9	29	0.004833	48_48.61	44.792	48.942	-4.15	39.5	48.5	-9	24	0.602193062667012	-2.546	-12.109	7.017	-2.546	4.879	1	392000	393000	non_coding	-	info262	info262	NA
Gene1256	0.176334951215689	10	5	21	0.0035	48_48.61	55.583	48.319	7.264	58	48	10	12	0.162082099483043	6.086	-2.424	14.596	6.086	4.342	1	1883000	1884000	non_coding	-	info1256	info1256	NA
Gene195	0.178466838792094	10	7	26	0.004333	48_48.61	42	49.159	-7.159	37	49	-12	23	0.113560510606147	-8.579	-19.173	2.015	-8.579	5.405	1	291500	292500	protein_coding	+	info195	info195	NA
