SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene963	0.0944092246269767	10	8	12	10	ER	0.000297236653616822	4	0.002062	8	0.003883	10	0.531	0.408405405567318	0.617	0.197	1.938	-0.482	0.584	1	1443500	1444500	protein_coding	+	info963	info963	NA
Gene1103	0.0952948813001694	10	8	24	13	ER.A	-1	6	0.003093	18	0.008738	13	0.354	0.131727743668796	0.596	0.304	1.168	-0.518	0.344	1	1653500	1654500	protein_coding	+	info1103	info1103	NA
Gene710	0.0955161620421964	10	8	15	11	ER	0.000132423268279625	3	0.001546	12	0.005825	11	0.265	0.105011383492899	0.36	0.105	1.238	-1.022	0.63	1	1064000	1065000	non_coding	-	info710	info710	NA
Gene777	0.0976301959409121	10	10	38	23	ER.A	-1	10	0.005155	28	0.013592	23	0.379	0.0600265430920975	0.576	0.324	1.024	-0.552	0.294	1	1164500	1165500	protein_coding	+	info777	info777	NA
Gene489	0.0977346333981376	10	6	20	11	ER	0.000139070610212141	3	0.001546	17	0.008252	11	0.187	0.127292512407111	0.437	0.151	1.266	-0.828	0.543	1	732500	733500	protein_coding	+	info489	info489	NA
Gene514	0.0991816575888865	10	6	15	7	ER	0.00182759203541826	1	0.000515	14	0.006796	7	0.076	0.143386480937022	0.287	0.054	1.527	-1.247	0.852	1	770000	771000	non_coding	-	info514	info514	NA
Gene303	0.0993361177164604	10	6	20	14	ER	4.92041325542005e-06	4	0.002062	16	0.007767	14	0.265	0.0678325997853246	0.41	0.157	1.068	-0.892	0.489	1	453500	454500	protein_coding	+	info303	info303	NA
Gene778	0.1003786918215	10	6	17	14	ER	6.34862305517421e-06	10	0.005155	7	0.003398	14	1.517	0.406964031322609	1.461	0.596	3.578	0.379	0.457	1	1166000	1167000	non_coding	-	info778	info778	NA
Gene1258	0.100985017290292	10	10	28	20	ER.A	-1	7	0.003608	21	0.010194	20	0.354	0.0738831468759707	0.5	0.234	1.069	-0.693	0.388	1	1886000	1887000	non_coding	-	info1258	info1258	NA
Gene821	0.102022988328526	10	8	18	11	ER	0.000132265371102609	11	0.00567	7	0.003398	11	1.669	0.559174813187924	1.249	0.593	2.63	0.222	0.38	1	1230500	1231500	protein_coding	+	info821	info821	NA
Gene848	0.10259601360418	10	7	16	9	ER	0.000551508641280037	14	0.007216	2	0.000971	9	7.432	0.118384894272055	2.87	0.764	10.78	1.054	0.675	1	1271000	1272000	non_coding	-	info848	info848	NA
Gene424	0.103096438951718	10	9	19	17	ER	3.25000616060059e-07	9	0.004639	10	0.004854	17	0.956	0.967243117569402	1.017	0.446	2.323	0.017	0.421	1	635000	636000	non_coding	-	info424	info424	NA
Gene154	0.103731198738347	10	8	19	14	ER	5.90528577140803e-06	10	0.005155	9	0.004369	14	1.18	0.626515756747723	1.212	0.559	2.625	0.192	0.395	1	230000	231000	non_coding	-	info154	info154	NA
Gene219	0.10618428345776	10	9	24	22	ER.A	-1	14	0.007216	10	0.004854	22	1.487	0.239990156025368	1.674	0.709	3.952	0.515	0.438	1	327500	328500	protein_coding	+	info219	info219	NA
Gene14	0.106793395613128	10	10	29	11	ER.A	-1	21	0.010825	8	0.003883	11	2.788	0.210947342351889	1.361	0.84	2.208	0.309	0.247	1	20000	21000	non_coding	-	info14	info14	NA
Gene79	0.106840128559598	10	10	29	9	ER.A	-1	8	0.004124	21	0.010194	9	0.405	0.204304561550301	0.771	0.516	1.152	-0.26	0.205	1	117500	118500	protein_coding	+	info79	info79	NA
Gene309	0.108691818722199	10	6	12	8	ER	0.00112050334725256	10	0.005155	2	0.000971	8	5.309	0.0914571605735915	3.125	0.832	11.732	1.139	0.675	1	462500	463500	protein_coding	+	info309	info309	NA
Gene988	0.109138571562759	10	9	23	15	ER.A	-1	11	0.00567	12	0.005825	15	0.973	0.830635688835866	1.075	0.553	2.091	0.073	0.339	1	1481000	1482000	non_coding	-	info988	info988	NA
Gene642	0.109966316948121	10	9	28	16	ER.A	-1	7	0.003608	21	0.010194	16	0.354	0.122841199399764	0.609	0.325	1.143	-0.495	0.321	1	962000	963000	non_coding	-	info642	info642	NA
Gene1411	0.110125835421494	10	8	17	13	ER	2.33972279015207e-05	13	0.006701	4	0.001942	13	3.451	0.0887971788266493	2.379	0.877	6.455	0.867	0.509	1	2115500	2116500	protein_coding	+	info1411	info1411	NA
Gene159	0.110408803185793	10	8	21	14	ER.A	-1	4	0.002062	17	0.008252	14	0.25	0.0811457911953892	0.426	0.164	1.111	-0.853	0.489	1	237500	238500	protein_coding	+	info159	info159	NA
Gene570	0.111132319243701	10	8	17	14	ER	3.38157904288023e-06	12	0.006186	5	0.002427	14	2.549	0.0884361441765605	2.411	0.876	6.634	0.88	0.516	1	854000	855000	non_coding	-	info570	info570	NA
Gene336	0.111208426053208	10	6	6	3	ER	0.0306784120821963	5	0.002577	1	0.000485	3	5.313	0.371216052412996	2.396	0.353	16.263	0.874	0.977	1	503000	504000	non_coding	-	info336	info336	NA
Gene813	0.112901741106492	10	8	22	11	ER.A	-1	4	0.002062	18	0.008738	11	0.236	0.138428376105019	0.555	0.255	1.209	-0.588	0.397	1	1218500	1219500	protein_coding	+	info813	info813	NA
Gene1300	0.113152766927989	10	7	17	11	ER	5.43329610471762e-05	12	0.006186	5	0.002427	11	2.549	0.198711831834191	1.796	0.735	4.389	0.586	0.456	1	1949000	1950000	non_coding	-	info1300	info1300	NA
Gene1377	0.114442769130408	10	4	12	10	ER	0.000187551517815281	3	0.001546	9	0.004369	10	0.354	0.18080305598438	0.433	0.127	1.475	-0.837	0.625	1	2064500	2065500	protein_coding	+	info1377	info1377	NA
Gene885	0.115432908582426	10	7	10	8	ER	0.000705757784995473	6	0.003093	4	0.001942	8	1.593	0.660646376593669	1.274	0.432	3.762	0.242	0.552	1	1326500	1327500	protein_coding	+	info885	info885	NA
Gene492	0.115476103982646	10	8	24	17	ER.A	-1	6	0.003093	18	0.008738	17	0.354	0.0803871954864115	0.482	0.213	1.092	-0.729	0.417	1	737000	738000	non_coding	-	info492	info492	NA
Gene1197	0.116438250004117	10	8	12	10	ER	0.000304372884973467	5	0.002577	7	0.003398	10	0.758	0.582674123823253	0.746	0.263	2.119	-0.293	0.532	1	1794500	1795500	protein_coding	+	info1197	info1197	NA
Gene1030	0.116660929848113	10	9	20	17	ER	3.30494074826331e-07	10	0.005155	10	0.004854	17	1.062	0.753017538103075	1.14	0.504	2.577	0.131	0.416	1	1544000	1545000	non_coding	-	info1030	info1030	NA
Gene1023	0.118390960422544	10	10	18	11	ER	9.14965046276556e-05	13	0.006701	5	0.002427	11	2.761	0.159829371597521	1.797	0.794	4.066	0.586	0.417	1	1533500	1534500	protein_coding	+	info1023	info1023	NA
Gene371	0.118797862131216	10	9	22	13	ER.A	-1	16	0.008247	6	0.002913	13	2.831	0.0784080791272759	1.947	0.927	4.091	0.667	0.379	1	555500	556500	protein_coding	+	info371	info371	NA
Gene977	0.119261868402965	10	10	23	12	ER.A	-1	9	0.004639	14	0.006796	12	0.683	0.548517731746481	0.847	0.491	1.459	-0.167	0.278	1	1464500	1465500	protein_coding	+	info977	info977	NA
Gene17	0.119347076942396	10	1	2	2	ER	0.119347076942396	2	0.001031	0	0	2	Inf	0.987658026478277	6100598.794	0	Inf	15.624	1010.014	1	24500	25500	protein_coding	+	info17	info17	NA
Gene786	0.119796563907282	10	9	27	10	ER.A	-1	10	0.005155	17	0.008252	10	0.625	0.611344721252146	0.885	0.554	1.416	-0.122	0.239	1	1178000	1179000	non_coding	-	info786	info786	NA
Gene1416	0.120152150729715	10	10	23	10	ER.A	-1	13	0.006701	10	0.004854	10	1.381	0.62891494314917	1.145	0.661	1.981	0.135	0.28	1	2123000	2124000	non_coding	-	info1416	info1416	NA
Gene33	0.121264378345331	10	9	27	17	ER.A	-1	19	0.009794	8	0.003883	17	2.522	0.0734883371322923	1.85	0.943	3.628	0.615	0.344	1	48500	49500	protein_coding	+	info33	info33	NA
Gene311	0.121600307642756	10	10	27	18	ER.A	-1	20	0.010309	7	0.003398	18	3.034	0.0842251575680039	1.9	0.917	3.935	0.642	0.372	1	465500	466500	protein_coding	+	info311	info311	NA
Gene1085	0.122563973491235	10	10	27	19	ER.A	-1	7	0.003608	20	0.009709	19	0.372	0.0739153001456253	0.512	0.246	1.067	-0.67	0.375	1	1626500	1627500	protein_coding	+	info1085	info1085	NA
Gene1391	0.122988180673031	10	7	19	13	ER	1.58668157135341e-05	5	0.002577	14	0.006796	13	0.379	0.102697913179076	0.492	0.21	1.153	-0.71	0.435	1	2085500	2086500	protein_coding	+	info1391	info1391	NA
Gene633	0.123520782856751	10	9	27	9	ER.A	-1	22	0.01134	5	0.002427	9	4.672	0.125574367363298	1.598	0.877	2.911	0.469	0.306	1	948500	949500	protein_coding	+	info633	info633	NA
Gene276	0.123639494641435	10	7	16	10	ER	0.000416524630715887	3	0.001546	13	0.006311	10	0.245	0.101556191040997	0.426	0.154	1.183	-0.853	0.521	1	413000	414000	non_coding	-	info276	info276	NA
Gene808	0.123930080711225	10	6	14	11	ER	0.000154754092044425	3	0.001546	11	0.00534	11	0.29	0.103647792370238	0.36	0.105	1.232	-1.022	0.628	1	1211000	1212000	non_coding	-	info808	info808	NA
Gene301	0.125879738102261	10	4	10	8	ER	0.000741754708054574	8	0.004124	2	0.000971	8	4.247	0.0967088629968037	3.544	0.796	15.776	1.265	0.762	1	450500	451500	protein_coding	+	info301	info301	NA
Gene946	0.126334771998235	10	8	16	11	ER	4.88481478172493e-05	11	0.00567	5	0.002427	11	2.336	0.133041624002203	1.968	0.814	4.761	0.677	0.451	1	1418000	1419000	non_coding	-	info946	info946	NA
Gene105	0.128656769008932	10	10	35	20	ER.A	-1	25	0.012887	10	0.004854	20	2.655	0.0877763834886041	1.613	0.932	2.791	0.478	0.28	1	156500	157500	protein_coding	+	info105	info105	NA
Gene1402	0.129280771308185	10	7	21	14	ER.A	-1	15	0.007732	6	0.002913	14	2.654	0.0980791647418063	1.934	0.885	4.226	0.66	0.399	1	2102000	2103000	non_coding	-	info1402	info1402	NA
Gene47	0.129926573117866	10	6	16	13	ER	1.62639335993717e-05	10	0.005155	6	0.002913	13	1.77	0.436992631263245	1.443	0.573	3.634	0.366	0.471	1	69500	70500	protein_coding	+	info47	info47	NA
Gene297	0.130420067903408	10	4	11	7	ER	0.00240756467737765	9	0.004639	2	0.000971	7	4.778	0.139494439665206	2.631	0.729	9.49	0.967	0.655	1	444500	445500	protein_coding	+	info297	info297	NA
Gene261	0.131696261260278	10	9	18	13	ER	1.42851701931935e-05	13	0.006701	5	0.002427	13	2.761	0.0948181743648925	2.156	0.875	5.313	0.768	0.46	1	390500	391500	protein_coding	+	info261	info261	NA
Gene975	0.132432558077818	10	8	16	13	ER	9.49636924277194e-06	9	0.004639	7	0.003398	13	1.365	0.403867122978055	1.457	0.602	3.527	0.376	0.451	1	1461500	1462500	protein_coding	+	info975	info975	NA
Gene947	0.133090830627202	10	7	18	11	ER	5.73906080398832e-05	13	0.006701	5	0.002427	11	2.761	0.0833191598139711	2.078	0.908	4.756	0.732	0.422	1	1419500	1420500	protein_coding	+	info947	info947	NA
Gene1320	0.13327731671921	10	10	23	13	ER.A	-1	5	0.002577	18	0.008738	13	0.295	0.0947636935899331	0.514	0.235	1.122	-0.666	0.399	1	1979000	1980000	non_coding	-	info1320	info1320	NA
Gene1333	0.133373628281301	10	8	21	16	ER.A	-1	15	0.007732	6	0.002913	16	2.654	0.0968958763604588	2.036	0.879	4.715	0.711	0.428	1	1998500	1999500	protein_coding	+	info1333	info1333	NA
Gene1337	0.137279830723949	10	7	16	10	ER	0.000299399021620349	3	0.001546	13	0.006311	10	0.245	0.120753104180607	0.409	0.132	1.265	-0.895	0.577	1	2004500	2005500	protein_coding	+	info1337	info1337	NA
Gene1381	0.137406513840895	10	9	23	18	ER.A	-1	11	0.00567	12	0.005825	18	0.973	0.823418048459104	0.921	0.448	1.896	-0.082	0.368	1	2070500	2071500	protein_coding	+	info1381	info1381	NA
Gene137	0.137734358652393	10	9	19	10	ER	0.000228011002601201	8	0.004124	11	0.00534	10	0.772	0.680676424492756	0.887	0.5	1.572	-0.12	0.292	1	204500	205500	protein_coding	+	info137	info137	NA
Gene938	0.138605958374069	10	10	28	22	ER.A	-1	15	0.007732	13	0.006311	22	1.225	0.558340798289672	1.209	0.641	2.279	0.189	0.324	1	1406000	1407000	non_coding	-	info938	info938	NA
Gene389	0.139066773476416	10	8	22	21	ER.A	-1	15	0.007732	7	0.003398	21	2.275	0.0747360389841859	2.353	0.918	6.032	0.856	0.48	1	582500	583500	protein_coding	+	info389	info389	NA
Gene58	0.139245924723451	10	4	9	9	ER	0.000384117832383234	5	0.002577	4	0.001942	9	1.327	0.592829327085566	1.458	0.366	5.804	0.377	0.705	1	86000	87000	non_coding	-	info58	info58	NA
Gene1389	0.139262687129376	10	5	10	4	ER	0.0211216398839108	10	0.005155	0	0	4	Inf	0.987691879413487	2033.819	0	Inf	7.618	493.802	1	2082500	2083500	protein_coding	+	info1389	info1389	NA
Gene468	0.140320105583398	10	10	26	13	ER.A	-1	12	0.006186	14	0.006796	13	0.91	0.934486337108845	0.98	0.599	1.602	-0.021	0.251	1	701000	702000	non_coding	-	info468	info468	NA
Gene892	0.141622042495747	10	9	25	13	ER.A	-1	10	0.005155	15	0.007282	13	0.708	0.58138835403054	0.858	0.497	1.481	-0.154	0.279	1	1337000	1338000	non_coding	-	info892	info892	NA
Gene67	0.142247065672815	10	7	19	13	ER	9.65944430437018e-06	4	0.002062	15	0.007282	13	0.283	0.101884205981906	0.464	0.185	1.164	-0.767	0.469	1	99500	100500	protein_coding	+	info67	info67	NA
Gene162	0.142676654323618	10	9	16	9	ER	0.000313409482575842	2	0.001031	14	0.006796	9	0.152	0.142043390784359	0.388	0.11	1.373	-0.946	0.645	1	242000	243000	non_coding	-	info162	info162	NA
Gene878	0.144288130463074	10	9	20	12	ER	7.17045215456612e-05	15	0.007732	5	0.002427	12	3.186	0.090224266611689	1.948	0.901	4.213	0.667	0.394	1	1316000	1317000	non_coding	-	info878	info878	NA
Gene921	0.146848845729613	10	9	21	18	ER.A	-1	9	0.004639	12	0.005825	18	0.796	0.575028369754504	0.792	0.35	1.792	-0.234	0.417	1	1380500	1381500	protein_coding	+	info921	info921	NA
Gene990	0.147128311074806	10	9	21	12	ER.A	-1	16	0.008247	5	0.002427	12	3.398	0.090727804994403	1.942	0.9	4.189	0.664	0.392	1	1484000	1485000	non_coding	-	info990	info990	NA
Gene866	0.147789821591013	10	9	25	14	ER.A	-1	18	0.009278	7	0.003398	14	2.73	0.0827294446556721	1.803	0.926	3.509	0.589	0.34	1	1298000	1299000	non_coding	-	info866	info866	NA
Gene314	0.149168653531508	10	10	23	8	ER.A	-1	19	0.009794	4	0.001942	8	5.043	0.180621188419651	1.621	0.799	3.289	0.483	0.361	1	470000	471000	non_coding	-	info314	info314	NA
Gene656	0.149212513191428	10	9	22	15	ER.A	-1	16	0.008247	6	0.002913	15	2.831	0.11286845733157	1.885	0.861	4.13	0.634	0.4	1	983000	984000	non_coding	-	info656	info656	NA
Gene711	0.149257718506518	10	3	6	6	ER	0.00246306048353357	1	0.000515	5	0.002427	6	0.212	0.216587211991009	0.25	0.028	2.253	-1.385	1.121	1	1065500	1066500	protein_coding	+	info711	info711	NA
Gene444	0.14930744024627	10	10	25	15	ER.A	-1	18	0.009278	7	0.003398	15	2.73	0.0863549972980295	1.867	0.915	3.812	0.624	0.364	1	665000	666000	non_coding	-	info444	info444	NA
Gene376	0.149476992406088	10	8	15	11	ER	0.000110138004299182	4	0.002062	11	0.00534	11	0.386	0.0994328540741432	0.44	0.166	1.168	-0.821	0.498	1	563000	564000	non_coding	-	info376	info376	NA
Gene32	0.149532544178222	10	9	18	11	ER	9.76587239813373e-05	8	0.004124	10	0.004854	11	0.85	0.794435900644556	0.924	0.508	1.679	-0.079	0.305	1	47000	48000	non_coding	-	info32	info32	NA
Gene1382	0.149776361349788	10	10	24	15	ER.A	-1	9	0.004639	15	0.007282	15	0.637	0.487469489769019	0.804	0.434	1.488	-0.218	0.314	1	2072000	2073000	non_coding	-	info1382	info1382	NA
Gene569	0.149850160266226	10	8	21	17	ER.A	-1	14	0.007216	7	0.003398	17	2.124	0.112322430983349	1.936	0.857	4.374	0.66	0.416	1	852500	853500	protein_coding	+	info569	info569	NA
Gene1294	0.150145092295406	10	9	20	17	ER	7.29068230842034e-07	9	0.004639	11	0.00534	17	0.869	0.764983959052412	0.882	0.387	2.008	-0.125	0.42	1	1940000	1941000	non_coding	-	info1294	info1294	NA
Gene1265	0.1514703131765	10	10	30	18	ER.A	-1	14	0.007216	16	0.007767	18	0.929	0.940766738484884	0.982	0.601	1.602	-0.019	0.25	1	1896500	1897500	protein_coding	+	info1265	info1265	NA
Gene941	0.151955654401885	10	10	24	16	ER.A	-1	15	0.007732	9	0.004369	16	1.77	0.338653699124602	1.395	0.705	2.758	0.333	0.348	1	1410500	1411500	protein_coding	+	info941	info941	NA
Gene738	0.152186622814184	10	7	8	3	ER	0.0455756248649043	6	0.003093	2	0.000971	3	3.185	0.47726938076662	1.347	0.592	3.065	0.298	0.419	1	1106000	1107000	non_coding	-	info738	info738	NA
Gene1205	0.152441087710128	10	7	16	8	ER	0.00104534438998529	12	0.006186	4	0.001942	8	3.185	0.130830470346556	1.868	0.831	4.2	0.625	0.413	1	1806500	1807500	protein_coding	+	info1205	info1205	NA
Gene1102	0.153152506019577	10	6	19	11	ER	7.08856184343526e-05	15	0.007732	4	0.001942	11	3.981	0.176090919021611	1.814	0.765	4.301	0.596	0.44	1	1652000	1653000	non_coding	-	info1102	info1102	NA
Gene993	0.153195096397021	10	9	25	16	ER.A	-1	7	0.003608	18	0.008738	16	0.413	0.102897661701707	0.562	0.281	1.123	-0.577	0.353	1	1488500	1489500	protein_coding	+	info993	info993	NA
Gene1137	0.153465639112195	10	4	10	10	ER	0.000135324807903544	2	0.001031	8	0.003883	10	0.266	0.104097857180714	0.265	0.054	1.314	-1.327	0.817	1	1704500	1705500	protein_coding	+	info1137	info1137	NA
Gene93	0.153776327965142	10	4	8	8	ER	0.00151430652738698	2	0.001031	6	0.002913	8	0.354	0.154714642189961	0.3	0.057	1.575	-1.204	0.846	1	138500	139500	protein_coding	+	info93	info93	NA
Gene238	0.153790173296806	10	10	21	9	ER.A	-1	18	0.009278	3	0.001456	9	6.372	0.174590277592613	1.781	0.774	4.096	0.577	0.425	1	356000	357000	non_coding	-	info238	info238	NA
Gene887	0.15449297275305	10	10	23	13	ER.A	-1	16	0.008247	7	0.003398	13	2.427	0.174387017469358	1.569	0.819	3.006	0.451	0.332	1	1329500	1330500	protein_coding	+	info887	info887	NA
Gene806	0.154548504140347	10	7	12	9	ER	0.000247174375013723	3	0.001546	9	0.004369	9	0.354	0.113189215932572	0.379	0.114	1.259	-0.971	0.613	1	1208000	1209000	non_coding	-	info806	info806	NA
Gene160	0.155626271419793	10	10	29	22	ER.A	-1	16	0.008247	13	0.006311	22	1.307	0.491504418907388	1.248	0.664	2.348	0.222	0.322	1	239000	240000	non_coding	-	info160	info160	NA
Gene1070	0.155723425623045	10	10	32	13	ER.A	-1	8	0.004124	24	0.01165	13	0.354	0.16716871302836	0.73	0.468	1.141	-0.314	0.227	1	1604000	1605000	non_coding	-	info1070	info1070	NA
Gene478	0.155935088920317	10	7	22	13	ER.A	-1	6	0.003093	16	0.007767	13	0.398	0.110644255381113	0.557	0.271	1.143	-0.586	0.367	1	716000	717000	non_coding	-	info478	info478	NA
Gene202	0.15608263560813	10	9	23	14	ER.A	-1	17	0.008763	6	0.002913	14	3.008	0.107949552650419	1.848	0.874	3.909	0.614	0.382	1	302000	303000	non_coding	-	info202	info202	NA
Gene501	0.156478632944503	10	10	21	15	ER.A	-1	15	0.007732	6	0.002913	15	2.654	0.0900392234115123	2.043	0.894	4.666	0.714	0.421	1	750500	751500	protein_coding	+	info501	info501	NA
Gene215	0.156658895933662	10	10	32	17	ER.A	-1	17	0.008763	15	0.007282	17	1.203	0.701365514857201	1.092	0.696	1.715	0.088	0.23	1	321500	322500	protein_coding	+	info215	info215	NA
Gene447	0.156908620400685	10	10	17	9	ER	0.000982066248439259	15	0.007732	2	0.000971	9	7.963	0.139395967884627	3.326	0.676	16.373	1.202	0.813	1	669500	670500	protein_coding	+	info447	info447	NA
Gene503	0.157316302026174	10	9	21	9	ER.A	-1	18	0.009278	3	0.001456	9	6.372	0.144229682092981	2.048	0.782	5.359	0.717	0.491	1	753500	754500	protein_coding	+	info503	info503	NA
Gene1326	0.15736319568733	10	9	24	17	ER.A	-1	9	0.004639	15	0.007282	17	0.637	0.475470876670026	0.774	0.383	1.563	-0.256	0.359	1	1988000	1989000	non_coding	-	info1326	info1326	NA
Gene383	0.15980011991071	10	10	24	19	ER.A	-1	9	0.004639	15	0.007282	19	0.637	0.559576268492286	0.802	0.381	1.685	-0.221	0.379	1	573500	574500	protein_coding	+	info383	info383	NA
Gene68	0.160114219447461	10	5	11	11	ER	0.000139128349067545	4	0.002062	7	0.003398	11	0.607	0.326967190634778	0.525	0.145	1.903	-0.644	0.657	1	101000	102000	non_coding	-	info68	info68	NA
Gene473	0.161501242037144	10	7	13	6	ER	0.00383651547950158	11	0.00567	2	0.000971	6	5.839	0.17124895813114	2.092	0.727	6.025	0.738	0.54	1	708500	709500	protein_coding	+	info473	info473	NA
Gene1240	0.161592054301801	10	9	20	16	ER	1.32625828026413e-06	13	0.006701	7	0.003398	16	1.972	0.190586890874181	1.718	0.764	3.861	0.541	0.413	1	1859000	1860000	non_coding	-	info1240	info1240	NA
Gene1360	0.163343058603575	10	9	22	14	ER.A	-1	9	0.004639	13	0.006311	14	0.735	0.818997571493699	0.926	0.478	1.794	-0.077	0.338	1	2039000	2040000	non_coding	-	info1360	info1360	NA
Gene619	0.166062547304974	10	9	17	12	ER	5.22259922412517e-05	3	0.001546	14	0.006796	12	0.227	0.0992093401927979	0.344	0.097	1.223	-1.066	0.647	1	927500	928500	protein_coding	+	info619	info619	NA
Gene753	0.166069957175222	10	9	26	17	ER.A	-1	12	0.006186	14	0.006796	17	0.91	0.954561016478063	0.983	0.553	1.748	-0.017	0.294	1	1128500	1129500	protein_coding	+	info753	info753	NA
Gene453	0.166642175034052	10	6	17	6	ER	0.00744393163432717	15	0.007732	2	0.000971	6	7.963	0.200267219568546	1.799	0.732	4.422	0.587	0.459	1	678500	679500	protein_coding	+	info453	info453	NA
Gene324	0.167124912480799	10	7	14	10	ER	0.000376763836416805	6	0.003093	8	0.003883	10	0.797	0.642080751595233	0.81	0.333	1.968	-0.211	0.453	1	485000	486000	non_coding	-	info324	info324	NA
Gene560	0.167180140707858	10	10	29	17	ER.A	-1	17	0.008763	12	0.005825	17	1.504	0.276150132167668	1.352	0.786	2.326	0.302	0.277	1	839000	840000	non_coding	-	info560	info560	NA
Gene43	0.167440796450179	10	3	5	5	ER	0.00463778637208268	0	0	5	0.002427	5	0	0.987889604880614	0	0	Inf	-16.257	1071.014	1	63500	64500	protein_coding	+	info43	info43	NA
Gene622	0.167557067727568	10	9	27	15	ER.A	-1	19	0.009794	8	0.003883	15	2.522	0.151043492793582	1.502	0.862	2.617	0.407	0.283	1	932000	933000	non_coding	-	info622	info622	NA
Gene346	0.167599366991886	10	10	26	14	ER.A	-1	7	0.003608	19	0.009223	14	0.391	0.117584072289787	0.612	0.331	1.132	-0.49	0.313	1	518000	519000	non_coding	-	info346	info346	NA
Gene891	0.169037174123412	10	7	14	8	ER	0.0014167137119626	3	0.001546	11	0.00534	8	0.29	0.151339824196697	0.503	0.197	1.286	-0.686	0.478	1	1335500	1336500	protein_coding	+	info891	info891	NA
Gene626	0.16922639914693	10	8	19	16	ER	2.47299078072551e-06	10	0.005155	9	0.004369	16	1.18	0.752513236378867	1.145	0.494	2.651	0.135	0.428	1	938000	939000	non_coding	-	info626	info626	NA
Gene476	0.169940648838444	10	10	22	14	ER.A	-1	14	0.007216	8	0.003883	14	1.858	0.25582169649406	1.49	0.749	2.963	0.399	0.351	1	713000	714000	non_coding	-	info476	info476	NA
Gene1164	0.170132583014058	10	8	23	13	ER.A	-1	6	0.003093	17	0.008252	13	0.375	0.0958447987048061	0.543	0.265	1.114	-0.611	0.367	1	1745000	1746000	non_coding	-	info1164	info1164	NA
Gene551	0.170697813017018	10	7	16	9	ER	0.000848311093851451	3	0.001546	13	0.006311	9	0.245	0.148108811656468	0.473	0.171	1.305	-0.749	0.518	1	825500	826500	protein_coding	+	info551	info551	NA
Gene283	0.171137794869234	10	10	27	13	ER.A	-1	14	0.007216	13	0.006311	13	1.143	0.812755086621098	1.062	0.645	1.75	0.06	0.255	1	423500	424500	protein_coding	+	info283	info283	NA
